city_key,country,city,preferred_city_query,latitude,longitude,geocode_source,geocode_source_url,match_confidence,review_notes
portugal__guimaraes__80cef245,Portugal,Guimarães,"Guimarães, Portugal",41.44443,-8.29619,geonames_searchJSON,https://www.geonames.org/2738752,high,GeoNames name_equals match; selected 'Guimarães'; admin 'Braga'; feature PPLA2; population 40604; 0.4 km from trusted local centroid; top-vs-next score margin 36.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__gelsenkirchen__4d8d4fcb,Germany,Gelsenkirchen,"Gelsenkirchen, Germany",51.50508,7.09654,geonames_searchJSON,https://www.geonames.org/2921466,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: Manually added link and coordinates; need to change name to Gelsenkirchen. Canonical city-country label updated to 'Gelsenkirchen, Germany'."
portugal__torres-vedras__7d3f459e,Portugal,Torres Vedras,"Torres Vedras, Portugal",39.09109,-9.2586,geonames_searchJSON,https://www.geonames.org/2262581,high,GeoNames name_equals match; selected 'Torres Vedras'; admin 'Lisboa'; feature PPLA2; population 24443; 0.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__hanover__22a6f26e,Germany,Hanover,"Hanover, Germany",52.37052,9.73322,geonames_searchJSON,https://www.geonames.org/2910831,low,GeoNames name_equals match; selected 'Hannover'; admin 'Niedersachsen'; feature PPLA; population 515140; 1.2 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
qatar__al-wakrah__912ee19a,Qatar,Al Wakrah,"Al Wakrah, Qatar",25.17151,51.60337,geonames_searchJSON,https://www.geonames.org/289915,high,GeoNames name_equals match; selected 'Al Wakrah'; admin 'بَلَدِيَّة اَلْوَكْرَة'; feature PPLA; population 26436; 3.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
qatar__madinat-ash-shamal__5988c9dd,Qatar,Madinat ash Shamal,"Madinat ash Shamal, Qatar",26.12933,51.2009,geonames_searchJSON,https://www.geonames.org/289739,high,GeoNames name_equals match; selected 'Madīnat ash Shamāl'; admin 'بلدية مدينة الشمال'; feature PPLA; population 5267; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
romania__bucharest__2749977c,Romania,Bucharest,"Bucharest, Romania",44.43225,26.10626,geonames_searchJSON,https://www.geonames.org/683506,high,GeoNames name_equals match; selected 'Bucharest'; admin 'București'; feature PPLC; population 1877155; 3.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
romania__cluj-napoca__28a0e88e,Romania,Cluj-Napoca,"Cluj-Napoca, Romania",46.76667,23.6,geonames_searchJSON,https://www.geonames.org/681290,high,GeoNames name_equals match; selected 'Cluj-Napoca'; admin 'Județul Cluj'; feature PPLA; population 286598; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
russia__saint-petersburg__b81cffa5,Russia,Saint Petersburg,"Saint Petersburg, Russia",59.93863,30.31413,geonames_searchJSON,https://www.geonames.org/498817,high,GeoNames name_equals match; selected 'Saint Petersburg'; admin 'Санкт-Петербург'; feature PPLA; population 5351935; 6.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
russia__samara__135c829f,Russia,Samara,"Samara, Russia",53.20767,50.13553,geonames_searchJSON,https://www.geonames.org/499099,high,GeoNames name_equals match; selected 'Samara'; admin 'Самарская Область'; feature PPLA; population 1163399; 10.3 km from trusted local centroid; top-vs-next score margin 102.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__berlin__890f0a28,Germany,Berlin,"Berlin, Germany",52.4455,13.57455,geonames_searchJSON,https://www.geonames.org/2885656,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: Manually added link and coordinates; need to remove and replace with Berlin, this is a neighborhood, not a city. Canonical city-country label updated to 'Berlin, Germany'."
saudi-arabia__al-majma-ah__e112375f,Saudi Arabia,Al Majma'ah,"Al Majma'ah, Saudi Arabia",25.91097,45.35665,geonames_searchJSON,https://www.geonames.org/109194,high,GeoNames name_equals match; selected 'Al Majma‘ah'; admin 'منطقة الرياض‎'; feature PPLA2; 2.9 km from trusted local centroid; top-vs-next score margin 83.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
saudi-arabia__dammam__72268880,Saudi Arabia,Dammam,"Dammam, Saudi Arabia",26.43442,50.10326,geonames_searchJSON,https://www.geonames.org/110336,high,GeoNames name_equals match; selected 'Dammam'; admin 'المنطقة الشرقية'; feature PPLA; population 1252523; 12.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
saudi-arabia__khobar__e4258904,Saudi Arabia,Khobar,"Khobar, Saudi Arabia",26.27944,50.20833,geonames_searchJSON,https://www.geonames.org/109323,high,GeoNames name_equals match; selected 'Khobar'; admin 'المنطقة الشرقية'; feature PPL; population 165799; 10.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
scotland__kilmarnock__05c428ca,Scotland,Kilmarnock,"Kilmarnock, Scotland",55.61171,-4.49581,geonames_searchJSON,https://www.geonames.org/2645605,high,GeoNames name_equals match; selected 'Kilmarnock'; admin 'Scotland'; feature PPLA2; population 46970; 1.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
scotland__motherwell__ed09d1bc,Scotland,Motherwell,"Motherwell, Scotland",55.78924,-3.99187,geonames_searchJSON,https://www.geonames.org/2642135,high,GeoNames name_equals match; selected 'Motherwell'; admin 'Scotland'; feature PPLA2; population 32840; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
serbia__belgrade__ccf797d8,Serbia,Belgrade,"Belgrade, Serbia",44.80401,20.46513,geonames_searchJSON,https://www.geonames.org/792680,high,GeoNames name_equals match; selected 'Belgrade'; admin 'Централна Србија'; feature PPLC; population 1273651; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
slovakia__presov__981a5ee2,Slovakia,Prešov,"Prešov, Slovakia",48.99923,21.2355,geonames_searchJSON,https://www.geonames.org/723819,high,GeoNames name_equals match; selected 'Prešov'; admin 'Prešovský'; feature PPLA; population 82927; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
slovenia__maribor__0809fa4a,Slovenia,Maribor,"Maribor, Slovenia",46.55583,15.64593,geonames_searchJSON,https://www.geonames.org/3195506,high,GeoNames name_equals match; selected 'Maribor'; admin 'Mestna občina Maribor'; feature PPLA; population 96209; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-africa__johannesburg__1828ef45,South Africa,Johannesburg,"Johannesburg, South Africa",-26.20227,28.04363,geonames_searchJSON,https://www.geonames.org/993800,high,GeoNames name_equals match; selected 'Johannesburg'; admin 'IGauteng'; feature PPLA; population 9418183; 7.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-africa__orlando__15241068,South Africa,Orlando,"Orlando, South Africa",-26.25166,27.92621,geonames_searchJSON,https://www.geonames.org/967471,high,GeoNames name_equals match; selected 'Orlando'; admin 'IGauteng'; feature PPLX; 2.2 km from trusted local centroid; top-vs-next score margin 117.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-africa__polokwane__b8c91429,South Africa,Polokwane,"Polokwane, South Africa",-23.90449,29.46885,geonames_searchJSON,https://www.geonames.org/965289,high,GeoNames name_equals match; selected 'Polokwane'; admin 'ILimpopo'; feature PPLA; population 272461; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-africa__pretoria__4f0a3cb5,South Africa,Pretoria,"Pretoria, South Africa",-25.74486,28.18783,geonames_searchJSON,https://www.geonames.org/964137,high,GeoNames name_equals match; selected 'Pretoria'; admin 'IGauteng'; feature PPLC; population 2112693; 3.6 km from trusted local centroid; top-vs-next score margin 104.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-korea__daejeon__f43e0133,South Korea,Daejeon,"Daejeon, South Korea",36.34913,127.38493,geonames_searchJSON,https://www.geonames.org/1835235,high,GeoNames name_equals match; selected 'Daejeon'; admin '대전광역시'; feature PPLA; population 1470336; 5.7 km from trusted local centroid; top-vs-next score margin 57.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
iraq__fallujah__b131d0a2,Iraq,Fallujah,"Fallujah, Iraq",33.34913,43.78599,geonames_searchJSON,https://www.geonames.org/99454,low,GeoNames name_equals match; selected 'Al Fallūjah'; admin 'الانبار'; feature PPLA2; population 190159; 2.3 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
south-korea__gangneung__25ff1be0,South Korea,Gangneung,"Gangneung, South Korea",37.75266,128.87239,geonames_searchJSON,https://www.geonames.org/1843137,high,GeoNames name_equals match; selected 'Gangneung'; admin '강원도'; feature PPLA3; population 208161; 3.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-korea__jeonju__81ac771a,South Korea,Jeonju,"Jeonju, South Korea",35.82194,127.14889,geonames_searchJSON,https://www.geonames.org/1845457,high,GeoNames name_equals match; selected 'Jeonju'; admin '전라북도'; feature PPLA; population 629618; 9.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
south-korea__ulsan__55d99f37,South Korea,Ulsan,"Ulsan, South Korea",35.53722,129.31667,geonames_searchJSON,https://www.geonames.org/1833747,high,GeoNames name_equals match; selected 'Ulsan'; admin '울산광역시'; feature PPLA; population 1095014; 5.2 km from trusted local centroid; top-vs-next score margin 42.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__barcelona__6f0e02e0,Spain,Barcelona,"Barcelona, Spain",41.38879,2.15899,geonames_searchJSON,https://www.geonames.org/3128760,high,GeoNames name_equals match; selected 'Barcelona'; admin 'Cataluña'; feature PPLA; population 1686208; 3.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__bilbao__1f3dc556,Spain,Bilbao,"Bilbao, Spain",43.26271,-2.92528,geonames_searchJSON,https://www.geonames.org/3128026,high,GeoNames name_equals match; selected 'Bilbao'; admin 'País Vasco'; feature PPLA2; population 347342; 2.0 km from trusted local centroid; top-vs-next score margin 102.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__cornella-de-llobregat__dc36b862,Spain,Cornellà de Llobregat,"Cornellà de Llobregat, Spain",41.35,2.08333,geonames_searchJSON,https://www.geonames.org/3124569,high,GeoNames name_equals match; selected 'Cornellà de Llobregat'; admin 'Cataluña'; feature PPL; population 87173; 13.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__elche__a6d6c887,Spain,Elche,"Elche, Spain",38.26218,-0.70107,geonames_searchJSON,https://www.geonames.org/2518559,high,GeoNames name_equals match; selected 'Elche'; admin 'Valencia'; feature PPLA3; population 234765; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__girona__99fcaed7,Spain,Girona,"Girona, Spain",41.98311,2.82493,geonames_searchJSON,https://www.geonames.org/3121456,high,GeoNames name_equals match; selected 'Girona'; admin 'Cataluña'; feature PPLA2; population 100266; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__leon__acdef6d5,Spain,León,"León, Spain",42.60003,-5.57032,geonames_searchJSON,https://www.geonames.org/3118532,high,GeoNames name_equals match; selected 'León'; admin 'Castilla y León'; feature PPLA2; population 124772; 1.5 km from trusted local centroid; top-vs-next score margin 56.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__oviedo__8ce4e6b2,Spain,Oviedo,"Oviedo, Spain",43.36029,-5.84476,geonames_searchJSON,https://www.geonames.org/3114711,high,GeoNames name_equals match; selected 'Oviedo'; admin 'Asturias'; feature PPLA; population 220027; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__palma__92a09a72,Spain,Palma,"Palma, Spain",39.56939,2.65024,geonames_searchJSON,https://www.geonames.org/2512989,high,GeoNames name_equals match; selected 'Palma'; admin 'Baleares'; feature PPLA; population 438234; 2.9 km from trusted local centroid; top-vs-next score margin 185.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__pamplona__7a9d21fb,Spain,Pamplona,"Pamplona, Spain",42.81687,-1.64323,geonames_searchJSON,https://www.geonames.org/3114472,high,GeoNames name_equals match; selected 'Pamplona'; admin 'Navarra'; feature PPLA; population 208243; 4.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__san-sebastian__fcd690c8,Spain,San Sebastián,"San Sebastián, Spain",43.31283,-1.97499,geonames_searchJSON,https://www.geonames.org/3110044,high,GeoNames name_equals match; selected 'Donostia / San Sebastián'; admin 'País Vasco'; feature PPLA2; population 185357; 1.3 km from trusted local centroid; top-vs-next score margin 63.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__sant-joan-despi__a252ff7c,Spain,Sant Joan Despí,"Sant Joan Despí, Spain",41.36718,2.0574,geonames_searchJSON,https://www.geonames.org/3110519,high,GeoNames name_equals match; selected 'Sant Joan Despí'; admin 'Cataluña'; feature PPL; population 32030; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__santander__2675ae27,Spain,Santander,"Santander, Spain",43.46589,-3.80493,geonames_searchJSON,https://www.geonames.org/3109718,high,GeoNames name_equals match; selected 'Santander'; admin 'Cantabria'; feature PPLA; population 173635; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
spain__vigo__c9d7b306,Spain,Vigo,"Vigo, Spain",42.23282,-8.72264,geonames_searchJSON,https://www.geonames.org/3105976,high,GeoNames name_equals match; selected 'Vigo'; admin 'Galicia'; feature PPLA3; population 293642; 2.7 km from trusted local centroid; top-vs-next score margin 53.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
israel__kiryat-shmona__76c2e1ab,Israel,Kiryat Shmona,"Kiryat Shmona, Israel",33.21204,35.57044,geonames_searchJSON,https://www.geonames.org/293825,low,GeoNames name_equals match; selected 'Qiryat Shmona'; admin 'הצפון'; feature PPL; population 22512; 0.3 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually corrected coordinates.
sweden__boras__7ef6cb59,Sweden,Borås,"Borås, Sweden",57.72101,12.9401,geonames_searchJSON,https://www.geonames.org/2720501,high,GeoNames name_equals match; selected 'Borås'; admin 'Västra Götalands län'; feature PPLA2; population 71700; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
japan__kashima-ibaraki__23d62e9e,Japan,"Kashima, Ibaraki","Kashima, Ibaraki, Japan",35.96536,140.64474,geonames_searchJSON,https://www.geonames.org/1860748,low,GeoNames returned no populated-place matches for this city-country query.NOTE: Manually added coordinates and link.
norway__molde__729ce630,Norway,Molde,"Molde, Norway",62.73752,7.15912,geonames_searchJSON,https://www.geonames.org/3145580,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: Real city name is Molde, added the coordinates and link for Molde. Canonical city-country label updated to 'Molde, Norway'."
switzerland__bern__fbdf1f91,Switzerland,Bern,"Bern, Switzerland",46.94809,7.44744,geonames_searchJSON,https://www.geonames.org/2661552,high,GeoNames name_equals match; selected 'Bern'; admin 'Bern'; feature PPLC; population 121631; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
panama__panama-city__897f9f0a,Panama,Panama City,"Panama City, Panama",8.9936,-79.51973,geonames_searchJSON,https://www.geonames.org/3703443,low,GeoNames name_equals match; selected 'Panamá'; admin 'Panamá'; feature PPLC; population 408168; 7.2 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
switzerland__lugano__232d3f73,Switzerland,Lugano,"Lugano, Switzerland",46.01008,8.96004,geonames_searchJSON,https://www.geonames.org/2659836,high,GeoNames name_equals match; selected 'Lugano'; admin 'Tessin'; feature PPLA2; population 63185; 1.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
syria__damascus__24aa259a,Syria,Damascus,"Damascus, Syria",33.5102,36.29128,geonames_searchJSON,https://www.geonames.org/170654,high,GeoNames name_equals match; selected 'Damascus'; admin 'دمشق'; feature PPLC; population 1569394; 3.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
thailand__bangkok__d1966bef,Thailand,Bangkok,"Bangkok, Thailand",13.75398,100.50144,geonames_searchJSON,https://www.geonames.org/1609350,high,GeoNames name_equals match; selected 'Bangkok'; admin 'กรุงเทพฯ'; feature PPLC; population 5104476; 7.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
tunisia__monastir__35a10e40,Tunisia,Monastir,"Monastir, Tunisia",35.77799,10.82617,geonames_searchJSON,https://www.geonames.org/2473493,high,GeoNames name_equals match; selected 'Monastir'; admin 'المنستير'; feature PPLA; population 93306; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
tunisia__sfax__31b39e38,Tunisia,Sfax,"Sfax, Tunisia",34.74056,10.76028,geonames_searchJSON,https://www.geonames.org/2467454,high,GeoNames name_equals match; selected 'Sfax'; admin 'صفاقس'; feature PPLA; population 280566; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
tunisia__sousse__9de4ccc9,Tunisia,Sousse,"Sousse, Tunisia",35.82539,10.63699,geonames_searchJSON,https://www.geonames.org/2464915,high,GeoNames name_equals match; selected 'Sousse'; admin 'سوسة'; feature PPLA; population 221715; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__alanya__5c9fff14,Turkey,Alanya,"Alanya, Turkey",36.54375,31.99982,geonames_searchJSON,https://www.geonames.org/324190,high,GeoNames name_equals match; selected 'Alanya'; admin 'Antalya'; feature PPLA2; population 364180; 7.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__basaksehir__9e1040f1,Turkey,Başakşehir,"Başakşehir, Turkey",41.106,28.791,geonames_searchJSON,https://www.geonames.org/6947639,high,GeoNames name_equals match; selected 'Başakşehir'; admin 'İstanbul'; feature PPLA2; population 193750; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__besiktas__a1e503b2,Turkey,Beşiktaş,"Beşiktaş, Turkey",41.04541,29.00991,geonames_searchJSON,https://www.geonames.org/750733,high,GeoNames name_equals match; selected 'Beşiktaş'; admin 'İstanbul'; feature PPL; 1.5 km from trusted local centroid; top-vs-next score margin 72.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__etimesgut__5c072100,Turkey,Etimesgut,"Etimesgut, Turkey",39.95328,32.63285,geonames_searchJSON,https://www.geonames.org/315155,high,GeoNames name_equals match; selected 'Etimesgut'; admin 'Ankara'; feature PPLA2; 3.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__gaziantep__147a5f50,Turkey,Gaziantep,"Gaziantep, Turkey",37.05944,37.3825,geonames_searchJSON,https://www.geonames.org/314830,high,GeoNames name_equals match; selected 'Gaziantep'; admin 'Gaziantep'; feature PPLA; population 2130432; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__istanbul__a8024850,Turkey,Istanbul,"Istanbul, Turkey",41.01384,28.94966,geonames_searchJSON,https://www.geonames.org/745044,high,GeoNames name_equals match; selected 'Istanbul'; admin 'İstanbul'; feature PPLA; population 15701602; 2.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__freguesia-de-vila-boa__202b405c,Portugal,Freguesia de Vila Boa,"Freguesia de Vila Boa, Portugal",41.53174,-8.61843,geonames_searchJSON,https://www.geonames.org/2742416,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: City should be Barcelos, added coordinates and link for Barcelos."
turkey__kayseri__749a2923,Turkey,Kayseri,"Kayseri, Turkey",38.73222,35.48528,geonames_searchJSON,https://www.geonames.org/308464,high,GeoNames name_equals match; selected 'Kayseri'; admin 'Kayseri'; feature PPLA; population 1434357; 5.4 km from trusted local centroid; top-vs-next score margin 57.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__konya__e3734ce4,Turkey,Konya,"Konya, Turkey",37.87135,32.48464,geonames_searchJSON,https://www.geonames.org/306571,high,GeoNames name_equals match; selected 'Konya'; admin 'Konya'; feature PPLA; population 1433861; 8.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__rize__992675d8,Turkey,Rize,"Rize, Turkey",41.02083,40.52194,geonames_searchJSON,https://www.geonames.org/740483,high,GeoNames name_equals match; selected 'Rize'; admin 'Rize'; feature PPLA; population 119828; 4.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__saryer__02dee218,Turkey,Sarıyer,"Sarıyer, Turkey",41.16667,29.05,geonames_searchJSON,https://www.geonames.org/740006,high,GeoNames name_equals match; selected 'Sarıyer'; admin 'İstanbul'; feature PPL; 8.6 km from trusted local centroid; top-vs-next score margin 45.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__tekkekoy__2abd0390,Turkey,Tekkeköy,"Tekkeköy, Turkey",41.21167,36.46,geonames_searchJSON,https://www.geonames.org/738907,high,GeoNames name_equals match; selected 'Tekkeköy'; admin 'Samsun İli'; feature PPLA2; population 17226; 1.8 km from trusted local centroid; top-vs-next score margin 50.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
turkey__trabzon__b91bb0c2,Turkey,Trabzon,"Trabzon, Turkey",41.005,39.72694,geonames_searchJSON,https://www.geonames.org/738648,high,GeoNames name_equals match; selected 'Trabzon'; admin 'Trabzon'; feature PPLA; population 244083; 6.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__real-dume-e-semelhe__124da00b,Portugal,"Real, Dume e Semelhe","Real, Dume e Semelhe, Portugal",41.5514,-8.42311,geonames_searchJSON,https://www.geonames.org/2742032,low,"GeoNames returned no populated-place matches for this city-country query. NOTE: City should be Braga, added coordinates and link for Braga."
qatar__al-rayyan__29f87b48,Qatar,Al Rayyan,"Al Rayyan, Qatar",25.29194,51.42444,geonames_searchJSON,https://www.geonames.org/289888,low,GeoNames name_equals match; selected 'Ar Rayyān'; admin 'بَلَدِيَّة اَلرَّيَّان'; feature PPLA; population 272465; 9.4 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
united-arab-emirates__sharjah__1b0dbced,United Arab Emirates,Sharjah,"Sharjah, United Arab Emirates",25.3342,55.41221,geonames_searchJSON,https://www.geonames.org/292672,high,GeoNames name_equals match; selected 'Sharjah'; admin 'الشارقة'; feature PPLA; population 1800000; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__atlanta__01e9ae3c,United States,Atlanta,"Atlanta, United States",33.749,-84.38798,geonames_searchJSON,https://www.geonames.org/4180439,high,GeoNames name_equals match; selected 'Atlanta'; admin 'Georgia'; feature PPLA; population 510823; 1.4 km from trusted local centroid; top-vs-next score margin 89.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__carson__785d5169,United States,Carson,"Carson, United States",33.83141,-118.28202,geonames_searchJSON,https://www.geonames.org/5334519,high,GeoNames name_equals match; selected 'Carson'; admin 'California'; feature PPL; population 93281; 4.1 km from trusted local centroid; top-vs-next score margin 84.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__charlotte__ab07b447,United States,Charlotte,"Charlotte, United States",35.22709,-80.84313,geonames_searchJSON,https://www.geonames.org/4460243,high,GeoNames name_equals match; selected 'Charlotte'; admin 'North Carolina'; feature PPLA2; population 911311; 0.9 km from trusted local centroid; top-vs-next score margin 86.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__chester__0e53c983,United States,Chester,"Chester, United States",39.84753,-75.35785,geonames_searchJSON,https://www.geonames.org/4557137,high,GeoNames name_equals match; selected 'Chester'; admin 'Pennsylvania'; feature PPL; population 34092; 2.5 km from trusted local centroid; top-vs-next score margin 47.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__chicago__83183e91,United States,Chicago,"Chicago, United States",41.85003,-87.65005,geonames_searchJSON,https://www.geonames.org/4887398,high,GeoNames name_equals match; selected 'Chicago'; admin 'Illinois'; feature PPLA2; population 2664452; 3.1 km from trusted local centroid; top-vs-next score margin 186.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__cincinnati__146369ca,United States,Cincinnati,"Cincinnati, United States",39.12711,-84.51439,geonames_searchJSON,https://www.geonames.org/4508722,high,GeoNames name_equals match; selected 'Cincinnati'; admin 'Ohio'; feature PPLA2; population 311097; 1.9 km from trusted local centroid; top-vs-next score margin 64.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__colorado-springs__dc334e47,United States,Colorado Springs,"Colorado Springs, United States",38.83388,-104.82136,geonames_searchJSON,https://www.geonames.org/5417598,high,GeoNames name_equals match; selected 'Colorado Springs'; admin 'Colorado'; feature PPLA2; population 456568; 11.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__columbus__6f4d0b13,United States,Columbus,"Columbus, United States",39.96118,-82.99879,geonames_searchJSON,https://www.geonames.org/4509177,high,GeoNames name_equals match; selected 'Columbus'; admin 'Ohio'; feature PPLA; population 913175; 1.8 km from trusted local centroid; top-vs-next score margin 49.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__commerce-city__9f54411c,United States,Commerce City,"Commerce City, United States",39.80832,-104.93387,geonames_searchJSON,https://www.geonames.org/5417737,high,GeoNames name_equals match; selected 'Commerce City'; admin 'Colorado'; feature PPL; population 53696; 3.6 km from trusted local centroid; top-vs-next score margin 205.1; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__el-paso__c6171260,United States,El Paso,"El Paso, United States",31.75872,-106.48693,geonames_searchJSON,https://www.geonames.org/5520993,high,GeoNames name_equals match; selected 'El Paso'; admin 'Texas'; feature PPLA2; population 678815; 0.6 km from trusted local centroid; top-vs-next score margin 90.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__foxborough__ed373dee,United States,Foxborough,"Foxborough, United States",42.06538,-71.24783,geonames_searchJSON,https://www.geonames.org/4937222,high,GeoNames name_equals match; selected 'Foxborough'; admin 'Massachusetts'; feature PPL; population 5625; 3.2 km from trusted local centroid; top-vs-next score margin 91.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__los-angeles__f23208e7,United States,Los Angeles,"Los Angeles, United States",34.05223,-118.24368,geonames_searchJSON,https://www.geonames.org/5368361,high,GeoNames name_equals match; selected 'Los Angeles'; admin 'California'; feature PPLA2; population 3820914; 5.8 km from trusted local centroid; top-vs-next score margin 94.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
united-states__new-york__aed2caf4,United States,New York,"New York, United States",40.71427,-74.00597,geonames_searchJSON,https://www.geonames.org/5128581,high,GeoNames name_equals match; selected 'New York City'; admin 'New York'; feature PPL; population 8804190; 14.5 km from trusted local centroid; top-vs-next score margin 98.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
